name,year,tothomeless_count,longitude,latitude
Florence,2020,556.0,-118.2432856,33.9741588
Huntington Park,2020,276.0,-118.2252073,33.9805731
Cheviot Hills,2020,40.0,-118.4098875,34.0405878
Cypress Park,2020,66.0,-118.224517,34.0922322
Desert View Highlands,2020,6.0,-118.1534710675988,34.5899673
Baldwin Park,2020,550.0,-117.9611761,34.0854739
Montebello,2020,168.0,-118.111975,34.0159398
Leimert Park,2020,96.0,-118.3314469,34.008441
Santa Clarita,2020,158.0,-118.5538088,34.4127963
Elysian Park,2020,82.0,-118.234413650369,34.08289815
Wilmington,2020,420.0,-118.262509,33.7800164
Jefferson Park,2020,93.0,-118.3224597,34.0296173
Downtown,2020,6216.0,-118.2521002,34.047996
Encino,2020,60.0,-118.5016166,34.1591324
West Adams,2020,135.0,-118.3524833,34.0294356
Hawaiian Gardens,2020,4.0,-118.074313,33.8284787
Agoura Hills,2020,2.0,-118.7655456,34.1481692
Baldwin Hills/Crenshaw,2020,58.0,-118.33717115171464,34.0109246
Lake View Terrace,2020,30.0,-118.3611912,34.2763908
Adams-Normandie,2020,53.0,-118.3002466,34.0317877
El Monte,2020,411.0,-118.036849,34.0751571
Rancho Dominguez,2020,0.0,-118.2167197,33.8595564
Acton,2020,16.0,-118.1868378638664,34.48074149999999
Studio City,2020,238.0,-118.3961877,34.1483989
La Puente,2020,83.0,-117.953097,34.0280619
North Hollywood,2020,586.0,-118.374752,34.1649502
Rosemead,2020,67.0,-118.0879763,34.0676169
San Marino,2020,0.0,-118.105739,34.1215947
East San Gabriel,2020,30.0,-118.08264942404072,34.11726715
South Park,2020,355.0,-118.2661,34.0407
Burbank,2020,269.0,-118.307201,34.1812089
Woodland Hills,2020,96.0,-118.6058382,34.1684364
Angeles Crest,2020,28.0,-118.30906482081195,33.72409825
East Compton,2020,131.0,-118.195348,33.8980712
Chatsworth,2020,182.0,-118.6017022,34.2572499
Mayflower Village,2020,7.0,-118.00958190376812,34.1173306
Koreatown,2020,511.0,-118.3004,34.0575
South Gate,2020,397.0,-118.200981,33.9463456
Elysian Valley,2020,33.0,-118.2420326,34.0959128
Claremont,2020,23.0,-117.7197785,34.0966764
Avocado Heights,2020,35.0,-117.99724788576845,34.0406759
South San Gabriel,2020,27.0,-118.0942289,34.0497275
Northwest Antelope Valley,2020,171.0,,
Echo Park,2020,645.0,-118.2567824,34.0779819
Lynwood,2020,91.0,-118.2024154,33.924831
Unincorporated Santa Susana Mountains,2020,74.0,,
Shadow Hills,2020,53.0,-118.3517463,34.2619469
La Habra Heights,2020,0.0,-117.9504255,33.9604546
Covina,2020,85.0,-117.8891164,34.0877926
Northwest Palmdale,2020,12.0,,
Sawtelle,2020,414.0,-118.4507991,34.039893
Rancho Park,2020,55.0,-118.4262057,34.0341731
East Los Angeles,2020,526.0,-118.172015,34.0239015
Beverlywood,2020,7.0,-118.39492,34.0459334
Bellflower,2020,196.0,-118.1167679,33.8825705
Azusa,2020,253.0,-117.9056046,34.1338751
Del Rey,2020,93.0,-118.42434,33.98965
Mid-Wilshire,2020,109.0,-118.3458032,34.0568616
North Whittier,2020,36.0,-118.0423,34.0156
Beverly Crest,2020,1.0,-118.4322607,34.1167701
Cerritos,2020,46.0,-118.0539323,33.8644291
West Hills,2020,56.0,-118.645476,34.2032325
Vincent,2020,56.0,-117.9195444136858,34.099446900000004
Sun Village,2020,13.0,-117.95016978591512,34.56484345
Playa del Rey,2020,48.0,-118.4388067,33.9541453
Valinda,2020,17.0,-117.93355898556877,34.0384785
Tujunga,2020,62.0,-118.2884105,34.252225
Exposition Park,2020,194.0,-118.3002033,34.0183415
Eagle Rock,2020,56.0,-118.2140958,34.1390325
Harbor City,2020,270.0,-118.3012604,33.7911012
Southeast Antelope Valley,2020,272.0,,
Reseda,2020,250.0,-118.536528,34.2006552
Willowbrook,2020,472.0,-118.2418543,33.9204209
Highland Park,2020,201.0,-118.1969828,34.1099469
Temple City,2020,25.0,-118.0577568,34.1082994
Westlake Village,2020,1.0,-118.8061794,34.1460234
Pico-Robertson,2020,36.0,-118.3869832,34.053269
Monrovia,2020,78.0,-118.0014517,34.1483499
Broadway-Manchester,2020,457.0,-118.2744036,33.9410149
Sunland,2020,42.0,-118.3023,34.2669466
Agua Dulce,2020,8.0,-118.3256348,34.4963817
Malibu,2020,116.0,-118.689423,34.035591
Topanga,2020,31.0,-118.59567202962803,34.0675866
Northeast Antelope Valley,2020,654.0,,
Arleta,2020,74.0,-118.4322047,34.2413266
Van Nuys,2020,553.0,-118.4486675,34.1866193
Mar Vista,2020,244.0,-118.4391641,34.0037605
Valley Glen,2020,214.0,-118.4138666,34.1826379
Arcadia,2020,109.0,-118.0401497,34.1362075
Windsor Square,2020,19.0,-118.319988,34.0689734
West Puente Valley,2020,47.0,-117.96462933942225,34.049858
Central-Alameda,2020,474.0,-118.2477844,34.004015
Arlington Heights,2020,117.0,-118.3213735,34.0434937
Harvard Heights,2020,125.0,-118.3054828,34.0471105
Harvard Park,2020,174.0,-118.3046228,33.9839471
East Hollywood,2020,757.0,-118.2966254,34.0904277
Lennox,2020,129.0,-118.3574427,33.9390306
Larchmont,2020,30.0,-118.3178702,34.0798375
Tarzana,2020,82.0,-118.5365791,34.1689262
Rolling Hills,2020,0.0,-118.3496623,33.7668041
Mid-City,2020,307.0,-118.3603703,34.0415271
Westchester,2020,198.0,-118.400632,33.9597349
Manchester Square,2020,461.0,-118.3133775,33.966374
Rowland Heights,2020,15.0,-117.905339,33.9761238
Ridge Route,2020,31.0,-118.619028401911,34.503334581038224
South San Jose Hills,2020,10.0,-117.91569982685417,34.0148215
Vermont-Slauson,2020,228.0,-118.2915417,33.9836914
Athens,2020,100.0,-118.279049,33.920407
Mount Washington,2020,56.0,-118.2211069,34.0988396
West Compton,2020,157.0,-118.2706282,33.8939048
Los Feliz,2020,102.0,-118.2875062,34.1076561
Chinatown,2020,310.0,-118.2383,34.0623
Century City,2020,2.0,-118.4146125,34.057359
Florence-Firestone,2020,905.0,-118.2433068,33.9674263
University Park,2020,112.0,-118.2840429,34.0271773
Hollywood Hills West,2020,5.0,-118.3733879,34.1104847
Unincorporated Santa Monica Mountains,2020,96.0,-118.76681191860288,34.066090149999994
West Los Angeles,2020,80.0,-118.430254,34.0468546
Hancock Park,2020,25.0,-118.335055,34.0736782
Canoga Park,2020,172.0,-118.5978087,34.2011078
Chesterfield Square,2020,227.0,-118.3136513,33.9834737
Hidden Hills,2020,0.0,-118.657837,34.164091
Norwalk,2020,197.0,-118.0849169,33.9092802
North El Monte,2020,18.0,-118.0244602053744,34.102291
Monterey Park,2020,58.0,-118.129807,34.051522
Hollywood,2020,1441.0,-118.329523,34.0980031
Fairfax,2020,82.0,-118.3617,34.081
Glassell Park,2020,72.0,-118.2289627,34.1161201
Watts,2020,290.0,-118.2428984,33.9405897
La Verne,2020,10.0,-117.7678355,34.1008426
Rancho Palos Verdes,2020,0.0,-118.3707683,33.7483311
Green Meadows,2020,343.0,-118.2629968,33.9409877
Del Aire,2020,7.0,-118.3708478,33.9177572
Vermont Knolls,2020,720.0,-118.29167,33.9668188
Castaic,2020,0.0,-118.6307097,34.4826899
Westwood,2020,197.0,-118.439944,34.0668947
Venice,2020,1636.0,-118.4668875,33.995044
South Diamond Bar,2020,1.0,-117.815076,33.9582379
Universal City,2020,0.0,-118.358411,34.1419225
Pacific Palisades,2020,57.0,-118.5264706,34.0480643
Bel-Air,2020,5.0,-118.4479802,34.0827278
East Pasadena,2020,0.0,-117.7470764264612,34.06356760893805
Cudahy,2020,23.0,-118.1835395,33.9620584
Palos Verdes Estates,2020,0.0,-118.401813,33.7872386
Ladera Heights,2020,9.0,-118.369798,33.9879488
Walnut Park,2020,23.0,-118.2239906,33.9692761
La Crescenta-Montrose,2020,0.0,-118.23995169538266,34.220272538297785
Gardena,2020,97.0,-118.2918113,33.8815702
Duarte,2020,25.0,-117.9772873,34.1394513
La Mirada,2020,40.0,-118.0107092,33.9060971
Maywood,2020,47.0,-118.185349,33.9866807
Alondra Park,2020,12.0,-118.3309073,33.8894595
Beverly Grove,2020,145.0,-118.369972,34.0760338
Vermont Vista,2020,660.0,-118.2858138,33.9419475
Lawndale,2020,36.0,-118.3526323,33.8951219
Hyde Park,2020,278.0,-118.3308,33.9883613
Lomita,2020,24.0,-118.3195014,33.8036545
South Pasadena,2020,10.0,-118.1478291,34.1133062
Westmont,2020,61.0,-118.3022963,33.9414035
San Pasqual,2020,0.0,-118.1024418,34.1391544
West Hollywood,2020,113.0,-118.3692894,34.0923014
Artesia,2020,25.0,-118.0796195,33.8690197
Manhattan Beach,2020,14.0,-118.3935254,33.8897798
West Carson,2020,169.0,-118.2929111,33.8243814
Hermosa Beach,2020,28.0,-118.3992143,33.8637822
Carthay,2020,9.0,-118.3672997,34.0611213
Beverly Hills,2020,19.0,-118.3963062,34.0696501
El Segundo,2020,5.0,-118.4156337,33.917028
View Park-Windsor Hills,2020,10.0,-118.35100811413182,33.995468349999996
Sierra Madre,2020,0.0,-118.052845,34.1616729
Gramercy Park,2020,198.0,-118.3093275,33.9511938
Irwindale,2022,213.0,-117.934214,34.1069927
Pico-Union,2022,434.0,-118.2878942,34.0465669
Glendora,2022,82.0,-117.865339,34.1361187
Industry,2022,180.0,-117.9593061,34.0182252
Sylmar,2022,445.0,-118.4492148,34.3076252
Torrance,2022,283.0,-118.3413606,33.8371392
Alhambra,2022,89.0,-118.12706,34.093042
Pico Rivera,2022,156.0,-118.096735,33.9830688
Rolling Hills Estates,2022,0.0,-118.3581284,33.7877943
Signal Hill,2022,0.0,-118.168259,33.804826
Hawthorne,2022,183.0,-118.3426122,33.9128272
North Hills,2022,314.0,-118.4854081,34.2429575
Hacienda Heights,2022,144.0,-117.968675,33.9930677
Harbor Gateway,2022,223.0,-118.29817047501172,33.85283015
Lopez/Kagel Canyons,2022,4.0,-118.3825744,34.3112356
Citrus,2022,11.0,-117.89480702241568,34.116069499999995
Lake Balboa,2022,57.0,-118.5010456,34.1938237
Granada Hills,2022,76.0,-118.5174342,34.2661558
Palms,2022,202.0,-118.4042754,34.0293247
Santa Monica,2022,798.0,-118.491227,34.0194704
Pacoima,2022,622.0,-118.427027,34.2625025
Toluca Lake,2022,23.0,-118.357141,34.1521688
Veterans Administration,2022,240.0,-118.4563619213905,34.05749994999999
Valley Village,2022,67.0,-118.3965758,34.1637147
Brentwood,2022,50.0,-118.4732,34.0522
Pomona,2022,710.0,-117.7517496,34.0553813
South Whittier,2022,151.0,-118.028805,33.9366769
Pasadena,2022,0.0,-118.144155,34.1476507
Winnetka,2022,115.0,-118.5711037,34.2013207
Palmdale,2022,399.0,-118.11711,34.5793131
Porter Ranch,2022,15.0,-118.5612714,34.2818164
South El Monte,2022,75.0,-118.0467339,34.0519548
Tujunga Canyons,2022,17.0,,
Commerce,2022,167.0,-118.1541961,34.003218
San Fernando,2022,15.0,-118.437652,34.28497
Sherman Oaks,2022,198.0,-118.448986,34.1508718
Bradbury,2022,0.0,-117.970898,34.1469511
Panorama City,2022,206.0,-118.4453745,34.2242902
Northridge,2022,124.0,-118.5369316,34.2345615
Culver City,2022,307.0,-118.396466,34.0211224
Lakewood,2022,38.0,-118.117191,33.8503463
Compton,2022,411.0,-118.226624,33.894927
Vernon,2022,18.0,-118.22525,34.007135
San Dimas,2022,28.0,-117.8069361,34.1065404
Inglewood,2022,528.0,-118.353132,33.9562003
Charter Oak,2022,38.0,-117.87259525711492,34.10026465
Paramount,2022,159.0,-118.171005,33.898917
San Pedro,2022,432.0,-118.2922934,33.7358518
Lincoln Heights,2022,519.0,-118.2111954,34.0726552
Boyle Heights,2022,1452.0,-118.2097684,34.0436892
Historic South-Central,2022,966.0,-118.2673085,34.0162304
Avalon,2022,34.0,-118.3272612,33.34221
Westlake,2022,1689.0,-118.2728204,34.0629226
Mission Hills,2022,140.0,-118.46888,34.272259
Quartz Hill,2022,8.0,-118.2181308,34.6452645
Marina del Rey,2022,1.0,-118.448647,33.9776848
Bell,2022,49.0,-118.1866361,33.9747806
Long Beach,2022,0.0,-118.191604,33.7690164
San Gabriel,2022,8.0,-118.1085554,34.0990995
Downey,2022,229.0,-118.1292846,33.9404441
Diamond Bar,2022,46.0,-117.8103367,34.0286226
La Canada Flintridge,2022,0.0,-118.2005236,34.1998302
West Covina,2022,116.0,-117.9389526,34.0686208
Redondo Beach,2022,99.0,-118.3845942,33.8398289
Vermont Square,2022,588.0,-118.3002125,34.0019449
Santa Fe Springs,2022,251.0,-118.0691499,33.9480787
Calabasas,2022,0.0,-118.644097,34.1446643
Altadena,2022,6.0,-118.13764517809464,34.1932513
Bell Gardens,2022,133.0,-118.1503953,33.9694561
Sun Valley,2022,1308.0,-118.3878945,34.2204227
Playa Vista,2022,89.0,-118.4181654,33.9760102
Carson,2022,529.0,-118.2517547,33.8322043
Hollywood Hills,2022,155.0,-118.3465777,34.1216903
Lancaster,2022,654.0,-118.1366153,34.6981064
Leona Valley,2022,3.0,-118.288133,34.618321
Whittier,2022,122.0,-118.0338664,33.9749136
Walnut,2022,6.0,-117.8653386,34.0202894
Castaic Canyons,2022,21.0,,
Silver Lake,2022,181.0,-118.269373,34.0896518
Whittier Narrows,2022,95.0,-118.0632491,34.0358238
Glendale,2022,0.0,-118.2478471,34.1469416
West Whittier-Los Nietos,2022,116.0,,
Atwater Village,2022,24.0,-118.2623924,34.1186975
East Whittier,2022,8.0,-117.9889525,33.9244577
El Sereno,2022,199.0,-118.1778495,34.0811213
Montecito Heights,2022,158.0,-118.1942792,34.0895404
Florence,2022,1128.0,-118.2432856,33.9741588
Huntington Park,2022,110.0,-118.2252073,33.9805731
Cheviot Hills,2022,21.0,-118.4098875,34.0405878
Cypress Park,2022,170.0,-118.224517,34.0922322
Desert View Highlands,2022,1.0,-118.1534710675988,34.5899673
Baldwin Park,2022,270.0,-117.9611761,34.0854739
Montebello,2022,210.0,-118.111975,34.0159398
Leimert Park,2022,86.0,-118.3314469,34.008441
Santa Clarita,2022,221.0,-118.5538088,34.4127963
Elysian Park,2022,58.0,-118.234413650369,34.08289815
Wilmington,2022,653.0,-118.262509,33.7800164
Jefferson Park,2022,111.0,-118.3224597,34.0296173
Downtown,2022,6544.0,-118.2521002,34.047996
Encino,2022,58.0,-118.5016166,34.1591324
West Adams,2022,239.0,-118.3524833,34.0294356
Hawaiian Gardens,2022,3.0,-118.074313,33.8284787
Agoura Hills,2022,0.0,-118.7655456,34.1481692
Baldwin Hills/Crenshaw,2022,195.0,-118.33717115171464,34.0109246
Lake View Terrace,2022,65.0,-118.3611912,34.2763908
Adams-Normandie,2022,166.0,-118.3002466,34.0317877
El Monte,2022,233.0,-118.036849,34.0751571
Rancho Dominguez,2022,0.0,-118.2167197,33.8595564
Acton,2022,5.0,-118.1868378638664,34.48074149999999
Studio City,2022,117.0,-118.3961877,34.1483989
La Puente,2022,107.0,-117.953097,34.0280619
North Hollywood,2022,562.0,-118.374752,34.1649502
Rosemead,2022,109.0,-118.0879763,34.0676169
San Marino,2022,0.0,-118.105739,34.1215947
East San Gabriel,2022,21.0,-118.08264942404072,34.11726715
South Park,2022,349.0,-118.2661,34.0407
Burbank,2022,223.0,-118.307201,34.1812089
Woodland Hills,2022,117.0,-118.6058382,34.1684364
Angeles Crest,2022,5.0,-118.30906482081195,33.72409825
East Compton,2022,75.0,-118.195348,33.8980712
Chatsworth,2022,633.0,-118.6017022,34.2572499
Mayflower Village,2022,18.0,-118.00958190376812,34.1173306
Koreatown,2022,439.0,-118.3004,34.0575
South Gate,2022,353.0,-118.200981,33.9463456
Elysian Valley,2022,26.0,-118.2420326,34.0959128
Claremont,2022,27.0,-117.7197785,34.0966764
Avocado Heights,2022,105.0,-117.99724788576845,34.0406759
South San Gabriel,2022,30.0,-118.0942289,34.0497275
Northwest Antelope Valley,2022,56.0,,
Echo Park,2022,460.0,-118.2567824,34.0779819
Lynwood,2022,173.0,-118.2024154,33.924831
Unincorporated Santa Susana Mountains,2022,7.0,,
Shadow Hills,2022,71.0,-118.3517463,34.2619469
La Habra Heights,2022,4.0,-117.9504255,33.9604546
Covina,2022,55.0,-117.8891164,34.0877926
Northwest Palmdale,2022,40.0,,
Sawtelle,2022,236.0,-118.4507991,34.039893
Rancho Park,2022,59.0,-118.4262057,34.0341731
East Los Angeles,2022,614.0,-118.172015,34.0239015
Beverlywood,2022,3.0,-118.39492,34.0459334
Bellflower,2022,113.0,-118.1167679,33.8825705
Azusa,2022,213.0,-117.9056046,34.1338751
Del Rey,2022,203.0,-118.42434,33.98965
Mid-Wilshire,2022,129.0,-118.3458032,34.0568616
North Whittier,2022,50.0,-118.0423,34.0156
Beverly Crest,2022,0.0,-118.4322607,34.1167701
Cerritos,2022,103.0,-118.0539323,33.8644291
West Hills,2022,32.0,-118.645476,34.2032325
Vincent,2022,15.0,-117.9195444136858,34.099446900000004
Sun Village,2022,79.0,-117.95016978591512,34.56484345
Playa del Rey,2022,41.0,-118.4388067,33.9541453
Valinda,2022,2.0,-117.93355898556877,34.0384785
Tujunga,2022,78.0,-118.2884105,34.252225
Exposition Park,2022,140.0,-118.3002033,34.0183415
Eagle Rock,2022,41.0,-118.2140958,34.1390325
Harbor City,2022,156.0,-118.3012604,33.7911012
Southeast Antelope Valley,2022,936.0,,
Reseda,2022,380.0,-118.536528,34.2006552
Willowbrook,2022,783.0,-118.2418543,33.9204209
Highland Park,2022,160.0,-118.1969828,34.1099469
Temple City,2022,20.0,-118.0577568,34.1082994
Westlake Village,2022,1.0,-118.8061794,34.1460234
Pico-Robertson,2022,78.0,-118.3869832,34.053269
Monrovia,2022,69.0,-118.0014517,34.1483499
Broadway-Manchester,2022,369.0,-118.2744036,33.9410149
Sunland,2022,73.0,-118.3023,34.2669466
Agua Dulce,2022,2.0,-118.3256348,34.4963817
Malibu,2022,47.0,-118.689423,34.035591
Topanga,2022,6.0,-118.59567202962803,34.0675866
Northeast Antelope Valley,2022,1370.0,,
Arleta,2022,133.0,-118.4322047,34.2413266
Van Nuys,2022,711.0,-118.4486675,34.1866193
Mar Vista,2022,113.0,-118.4391641,34.0037605
Valley Glen,2022,183.0,-118.4138666,34.1826379
Arcadia,2022,157.0,-118.0401497,34.1362075
Windsor Square,2022,9.0,-118.319988,34.0689734
West Puente Valley,2022,44.0,-117.96462933942225,34.049858
Central-Alameda,2022,544.0,-118.2477844,34.004015
Arlington Heights,2022,93.0,-118.3213735,34.0434937
Harvard Heights,2022,119.0,-118.3054828,34.0471105
Harvard Park,2022,181.0,-118.3046228,33.9839471
East Hollywood,2022,534.0,-118.2966254,34.0904277
Lennox,2022,261.0,-118.3574427,33.9390306
Larchmont,2022,17.0,-118.3178702,34.0798375
Tarzana,2022,123.0,-118.5365791,34.1689262
Rolling Hills,2022,0.0,-118.3496623,33.7668041
Mid-City,2022,342.0,-118.3603703,34.0415271
Westchester,2022,239.0,-118.400632,33.9597349
Manchester Square,2022,354.0,-118.3133775,33.966374
Rowland Heights,2022,46.0,-117.905339,33.9761238
Ridge Route,2022,19.0,-118.619028401911,34.503334581038224
South San Jose Hills,2022,3.0,-117.91569982685417,34.0148215
Vermont-Slauson,2022,210.0,-118.2915417,33.9836914
Athens,2022,191.0,-118.279049,33.920407
Mount Washington,2022,17.0,-118.2211069,34.0988396
West Compton,2022,440.0,-118.2706282,33.8939048
Los Feliz,2022,109.0,-118.2875062,34.1076561
Chinatown,2022,284.0,-118.2383,34.0623
Century City,2022,8.0,-118.4146125,34.057359
Florence-Firestone,2022,1292.0,-118.2433068,33.9674263
University Park,2022,103.0,-118.2840429,34.0271773
Hollywood Hills West,2022,2.0,-118.3733879,34.1104847
Unincorporated Santa Monica Mountains,2022,35.0,-118.76681191860288,34.066090149999994
West Los Angeles,2022,60.0,-118.430254,34.0468546
Hancock Park,2022,34.0,-118.335055,34.0736782
Canoga Park,2022,425.0,-118.5978087,34.2011078
Chesterfield Square,2022,225.0,-118.3136513,33.9834737
Hidden Hills,2022,0.0,-118.657837,34.164091
Norwalk,2022,295.0,-118.0849169,33.9092802
North El Monte,2022,17.0,-118.0244602053744,34.102291
Monterey Park,2022,117.0,-118.129807,34.051522
Hollywood,2022,1359.0,-118.329523,34.0980031
Fairfax,2022,58.0,-118.3617,34.081
Glassell Park,2022,86.0,-118.2289627,34.1161201
Watts,2022,225.0,-118.2428984,33.9405897
La Verne,2022,39.0,-117.7678355,34.1008426
Rancho Palos Verdes,2022,6.0,-118.3707683,33.7483311
Green Meadows,2022,668.0,-118.2629968,33.9409877
Del Aire,2022,2.0,-118.3708478,33.9177572
Vermont Knolls,2022,755.0,-118.29167,33.9668188
Castaic,2022,0.0,-118.6307097,34.4826899
Westwood,2022,148.0,-118.439944,34.0668947
Venice,2022,807.0,-118.4668875,33.995044
South Diamond Bar,2022,0.0,-117.815076,33.9582379
Universal City,2022,0.0,-118.358411,34.1419225
Pacific Palisades,2022,77.0,-118.5264706,34.0480643
Bel-Air,2022,0.0,-118.4479802,34.0827278
East Pasadena,2022,0.0,-117.7470764264612,34.06356760893805
Cudahy,2022,38.0,-118.1835395,33.9620584
Palos Verdes Estates,2022,2.0,-118.401813,33.7872386
Ladera Heights,2022,0.0,-118.369798,33.9879488
Walnut Park,2022,54.0,-118.2239906,33.9692761
La Crescenta-Montrose,2022,0.0,-118.23995169538266,34.220272538297785
Gardena,2022,120.0,-118.2918113,33.8815702
Duarte,2022,10.0,-117.9772873,34.1394513
La Mirada,2022,40.0,-118.0107092,33.9060971
Maywood,2022,32.0,-118.185349,33.9866807
Alondra Park,2022,55.0,-118.3309073,33.8894595
Beverly Grove,2022,142.0,-118.369972,34.0760338
Vermont Vista,2022,232.0,-118.2858138,33.9419475
Lawndale,2022,38.0,-118.3526323,33.8951219
Hyde Park,2022,173.0,-118.3308,33.9883613
Lomita,2022,21.0,-118.3195014,33.8036545
South Pasadena,2022,20.0,-118.1478291,34.1133062
Westmont,2022,175.0,-118.3022963,33.9414035
San Pasqual,2022,0.0,-118.1024418,34.1391544
West Hollywood,2022,38.0,-118.3692894,34.0923014
Artesia,2022,0.0,-118.0796195,33.8690197
Manhattan Beach,2022,9.0,-118.3935254,33.8897798
West Carson,2022,139.0,-118.2929111,33.8243814
Hermosa Beach,2022,34.0,-118.3992143,33.8637822
Carthay,2022,7.0,-118.3672997,34.0611213
Beverly Hills,2022,39.0,-118.3963062,34.0696501
El Segundo,2022,7.0,-118.4156337,33.917028
View Park-Windsor Hills,2022,7.0,-118.35100811413182,33.995468349999996
Sierra Madre,2022,0.0,-118.052845,34.1616729
Gramercy Park,2022,84.0,-118.3093275,33.9511938
